87,22,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,89?0,17?0,17?0,188?0,5?1,0?0,0?0,0?0,0?0,0?0,5?1,188?0,17?0,17?0,89?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,89?0,17?0,134?4,188?0,0?0,188?0,134?4,17?0,89?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,126?1,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,188?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,84?0,188?0,84?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,188?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?1,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,89?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,89?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,126?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,89?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,126?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,126?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0
0?0,35?5,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,35?14,0?0
0?0,35?5,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,35?14,0?0
0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,35?14,0?0
0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,134?7,13?0,13?0,13?0,0?0,161?4,13?0,161?4,161?12,106?2,0?0,106?2,106?2,106?2,106?2,161?12,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,161?4,106?2,161?4,13?0,12?0,161?4,13?0,161?4,0?0,106?2,106?2,106?2,161?12,0?0,0?0,134?6,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,13?0,12?0,13?0,13?0,161?12,161?12,161?4,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,13?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,12?0,161?12,0?0,0?0,0?0,0?0,0?0,161?4,0?0,161?12,0?0,0?0,0?0,106?2,106?2,106?2,106?2,0?0,0?0,161?12,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,12?0,161?12,13?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,106?2,106?2,106?2,161?12,13?0,12?0,0?0,106?2,106?2,161?12,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,12?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,13?0,0?0,0?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,161?12,161?12,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,161?12,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,5?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,126?1,17?0,17?0,17?0,17?0,5?0,5?0,5?0,17?0,17?0,13?0,13?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,5?0,5?0,5?0,17?0,17?0,17?0,17?0,126?1,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,89?0,0?0,17?0,17?0,17?0,17?0,17?0,13?0,13?0,13?0,0?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,13?0,17?0,17?0,17?0,17?0,17?0,0?0,89?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,134?5,13?0,13?0,161?12,161?12,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,0?0,134?5,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,13?0,13?0,13?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,106?1,161?12,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,13?0,13?0,12?0,13?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,106?1,161?12,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,13?0,13?0,12?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,171?8,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,13?0,13?0,161?12,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,106?1,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,13?0,161?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,13?0,161?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,13?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,0?0,0?0,17?0,17?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,106?1,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,188?0,0?0,0?0,17?0,17?0,17?0,17?0,106?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,161?4,13?0,13?0,17?0,17?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,17?0,17?0,0?0,161?4,161?12,161?12,0?0,161?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,17?0,17?0,17?0,17?0,0?0,0?0,188?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,17?0,126?0,126?0,17?0,17?0,17?0,17?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,12?0,13?0,13?0,17?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,17?0,161?12,161?12,12?0,13?0,13?0,161?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,13?0,17?0,17?0,17?0,17?0,126?0,126?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,17?0,5?0,5?0,17?0,17?0,17?0,17?0,106?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,171?8,12?0,12?0,13?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,89?0,13?0,12?0,13?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,12?0,17?0,17?0,17?0,17?0,5?0,5?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,106?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,13?0,12?0,12?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,13?0,13?0,13?0,12?0,0?0,161?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,12?0,13?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,106?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,13?0,12?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,12?0,12?0,12?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,12?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,106?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,13?0,0?0,161?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,161?4,161?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,17?0,171?8,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,13?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,13?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,13?0,13?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,89?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,13?0,161?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?4,12?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,89?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,13?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,161?12,13?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,89?0,161?12,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,12?0,12?0,13?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,188?0,89?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,17?0,0?0,0?0,0?0,0?0,0?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,0?0,0?0,0?0,0?0,0?0,17?0,0?0,0?0,161?12,0?0,13?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,89?0,188?0,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,5?1,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,106?4,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,161?12,161?12,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,5?1,0?0,0?0,0?0,0?0
0?0,0?0,0?0,0?0,0?0,134?6,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,17?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,1?0,17?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,0?0,106?1,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,17?0,134?7,0?0,0?0,0?0,0?0,0?0
